Id,SalePrice
1892,96982.484
1893,132343.33
1894,125704.64
1895,145946.14
1896,118245.164
1897,109485.82
1898,110131.44
1899,135012.28
1900,167061.47
1901,165129.14
1902,125873.43
1903,228657.72
1904,139196.48
1905,192226.39
1906,164764.34
1907,206254.45
1908,103944.836
1909,126099.555
1910,123785.15
1911,215023.9
1912,293572.66
1913,139687.45
1914,50743.594
1915,325127.12
1916,59289.64
1917,262868.75
1918,137860.31
1919,172183.88
1920,138252.66
1921,468682.5
1922,316022.94
1923,217225.8
1924,232249.27
1925,217546.11
1926,377575.3
1927,133496.88
1928,166204.6
1929,122763.05
1930,131039.695
1931,142430.33
1932,143271.44
1933,179268.3
1934,183194.83
1935,169074.92
1936,188069.88
1937,181836.97
1938,157597.03
1939,260639.1
1940,189314.78
1941,179092.45
1942,192546.38
1943,216048.78
1944,353683.38
1945,349992.8
1946,149876.12
1947,321403.62
1948,152261.17
1949,250216.58
1950,180378.2
1951,242760.23
1952,230781.45
1953,172939.56
1954,190758.12
1955,132099.83
1956,259555.36
1957,162682.4
1958,312063.66
1959,144405.61
1960,112836.086
1961,119637.984
1962,102152.82
1963,106735.69
1964,112303.07
1965,159396.83
1966,153905.17
1967,275914.28
1968,427758.44
1969,355981.44
1970,450954.53
1971,476728.34
1972,349906.06
1973,254670.1
1974,324471.06
1975,550195.06
1976,265030.53
1977,328776.16
1978,350163.44
1979,298700.97
1980,190050.3
1981,319950.7
1982,227621.2
1983,193176.52
1984,157294.33
1985,204566.23
1986,196887.98
1987,192211.0
1988,171379.33
1989,182918.81
1990,209644.4
1991,222928.84
1992,211807.17
1993,168672.77
1994,238576.88
1995,179553.17
1996,253017.62
1997,310970.97
1998,329524.2
1999,238156.78
2000,314448.22
2001,264051.44
2002,234424.47
2003,249730.97
2004,236050.03
2005,215356.36
2006,228680.83
2007,247833.62
2008,206053.53
2009,191529.2
2010,193650.56
2011,138536.83
2012,180385.42
2013,185083.48
2014,185547.94
2015,201617.45
2016,198493.9
2017,195812.22
2018,126529.97
2019,132848.52
2020,109700.92
2021,106983.74
2022,173246.78
2023,144382.06
2024,231298.8
2025,463057.44
2026,175902.05
2027,143917.95
2028,147310.38
2029,176734.72
2030,287752.5
2031,221005.48
2032,222445.06
2033,273186.03
2034,169375.9
2035,209381.86
2036,184078.53
2037,185318.22
2038,286050.1
2039,198518.14
2040,232576.19
2041,281080.28
2042,202634.08
2043,166271.97
2044,158390.64
2045,226920.05
2046,135007.78
2047,141539.08
2048,133522.2
2049,137545.27
2050,169500.66
2051,101247.14
2052,122794.195
2053,151659.03
2054,75932.53
2055,145802.3
2056,135371.75
2057,121601.67
2058,243596.98
2059,126736.12
2060,168468.92
2061,182850.97
2062,132625.84
2063,105455.16
2064,142112.16
2065,126929.17
2066,176081.47
2067,116782.766
2068,134095.17
2069,82428.63
2070,108883.03
2071,83603.67
2072,126469.164
2073,139830.06
2074,189704.98
2075,143651.11
2076,117680.086
2077,150726.27
2078,128942.05
2079,141491.03
2080,125470.85
2081,127992.3
2082,120373.195
2083,142597.38
2084,112212.71
2085,123603.836
2086,105846.19
2087,119020.73
2088,107008.43
2089,87437.56
2090,143775.83
2091,121593.44
2092,125032.945
2093,132079.3
2094,134223.89
2095,140428.36
2096,76186.7
2097,97644.47
2098,150883.89
2099,62957.496
2100,88497.45
2101,126853.055
2102,136550.77
2103,106520.72
2104,118120.96
2105,127142.4
2106,76552.25
2107,249452.95
2108,116893.414
2109,115162.49
2110,127703.82
2111,148137.62
2112,136893.44
2113,119181.445
2114,119010.4
2115,163788.47
2116,113617.77
2117,159392.88
2118,124058.86
2119,103238.37
2120,117458.414
2121,95513.05
2122,113257.414
2123,78762.07
2124,164988.4
2125,118834.83
2126,163656.38
2127,162638.05
2128,134910.61
2129,89772.28
2130,138266.38
2131,153088.2
2132,119552.445
2133,118675.26
2134,115077.41
2135,104141.0
2136,83120.78
2137,114855.71
2138,137913.56
2139,150821.89
2140,139022.81
2141,129261.55
2142,120970.586
2143,144742.17
2144,109146.69
2145,135958.48
2146,166032.23
2147,141466.75
2148,131026.7
2149,136507.28
2150,225048.72
2151,126767.19
2152,170943.98
2153,160025.73
2154,111626.09
2155,132318.84
2156,250588.88
2157,232382.42
2158,248342.78
2159,192295.33
2160,175821.38
2161,240336.64
2162,460050.62
2163,331491.66
2164,218485.47
2165,197814.73
2166,140412.83
2167,196362.38
2168,203268.14
2169,191490.67
2170,218304.06
2171,140101.58
2172,132773.4
2173,148628.67
2174,229861.33
2175,312255.97
2176,344614.66
2177,241402.05
2178,210724.62
2179,143401.44
2180,225458.17
2181,198676.48
2182,223237.33
2183,198089.61
2184,131961.7
2185,109514.54
2186,152767.78
2187,151962.92
2188,158800.23
2189,224429.31
2190,81343.766
2191,78311.25
2192,81201.16
2193,103114.875
2194,108232.04
2195,110987.28
2196,94607.836
2197,112744.336
2198,163729.9
2199,168541.4
2200,138188.47
2201,128224.06
2202,205579.7
2203,166123.47
2204,177971.97
2205,104315.75
2206,146694.66
2207,197129.61
2208,240072.06
2209,174893.89
2210,105036.1
2211,115158.98
2212,116345.11
2213,98913.516
2214,136807.69
2215,103204.7
2216,137502.89
2217,68486.016
2218,62017.6
2219,53558.676
2220,67631.66
2221,324818.16
2222,252057.88
2223,314046.06
2224,206873.02
2225,128091.695
2226,182789.08
2227,191800.45
2228,274687.94
2229,234922.64
2230,167122.02
2231,213806.22
2232,179125.08
2233,178427.77
2234,231409.56
2235,206193.48
2236,299873.78
2237,364191.22
2238,204830.17
2239,97766.07
2240,162963.94
2241,146452.97
2242,127679.836
2243,117778.44
2244,95758.305
2245,93126.32
2246,146351.17
2247,110577.56
2248,125202.26
2249,120227.484
2250,129017.94
2251,108527.34
2252,173517.95
2253,156401.62
2254,173475.75
2255,190198.62
2256,181201.48
2257,203668.66
2258,164214.52
2259,180133.75
2260,158099.98
2261,170613.03
2262,199872.05
2263,357958.66
2264,266431.97
2265,157848.23
2266,289522.47
2267,354544.56
2268,351314.4
2269,159987.73
2270,186829.23
2271,224097.38
2272,192820.72
2273,168834.34
2274,181189.73
2275,171057.81
2276,184573.72
2277,205496.78
2278,150052.89
2279,117122.06
2280,118691.33
2281,176520.97
2282,180699.14
2283,100504.734
2284,108636.07
2285,138946.08
2286,127016.836
2287,337791.62
2288,245569.36
2289,366391.53
2290,476061.38
2291,323800.9
2292,424248.28
2293,473634.1
2294,476481.06
2295,475026.9
2296,293981.4
2297,311113.97
2298,330390.8
2299,383720.66
2300,346878.56
2301,250870.8
2302,237116.55
2303,257259.33
2304,227438.5
2305,182026.97
2306,183643.33
2307,197073.97
2308,211696.31
2309,292283.4
2310,211293.11
2311,185662.64
2312,172416.55
2313,172991.03
2314,175797.89
2315,173850.89
2316,182225.84
2317,179935.78
2318,177676.55
2319,178748.47
2320,181115.27
2321,237702.97
2322,158992.22
2323,183448.84
2324,152563.94
2325,218296.77
2326,171457.14
2327,209812.42
2328,220152.89
2329,186486.92
2330,179584.0
2331,361877.8
2332,434771.12
2333,344503.6
2334,246025.06
2335,270869.62
2336,327215.9
2337,214240.56
2338,272878.5
2339,240045.73
2340,370498.38
2341,211889.0
2342,249470.31
2343,225928.89
2344,239147.97
2345,242608.19
2346,210092.14
2347,206035.45
2348,231155.69
2349,159304.89
2350,256101.22
2351,264248.4
2352,244032.27
2353,219930.66
2354,132386.12
2355,152506.48
2356,146698.98
2357,205855.34
2358,201926.48
2359,127598.88
2360,124530.76
2361,148331.6
2362,311452.7
2363,136778.6
2364,145412.5
2365,213332.88
2366,173011.83
2367,219175.0
2368,204488.8
2369,231308.73
2370,173142.72
2371,172727.27
2372,188807.94
2373,294943.5
2374,305153.78
2375,252976.84
2376,286094.56
2377,289862.56
2378,149082.1
2379,206464.05
2380,140914.14
2381,164632.25
2382,190947.4
2383,208428.16
2384,242535.55
2385,163808.31
2386,133697.92
2387,126996.734
2388,83777.83
2389,127762.664
2390,145699.84
2391,137009.67
2392,119853.48
2393,163046.33
2394,151722.39
2395,207604.1
2396,153226.22
2397,202897.45
2398,118946.625
2399,58534.76
2400,59872.113
2401,102549.02
2402,131193.5
2403,132795.81
2404,149963.77
2405,172017.28
2406,145946.14
2407,127049.55
2408,140726.66
2409,128260.51
2410,167695.02
2411,126739.87
2412,158378.11
2413,126234.07
2414,136810.16
2415,128749.74
2416,121820.94
2417,133922.0
2418,133109.89
2419,122800.75
2420,128114.664
2421,147452.62
2422,117440.61
2423,127465.22
2424,142853.67
2425,174472.08
2426,130179.86
2427,130236.86
2428,169669.02
2429,118634.29
2430,133501.7
2431,100517.3
2432,140587.16
2433,144438.11
2434,138818.27
2435,148839.73
2436,100954.89
2437,98659.99
2438,124551.305
2439,108906.4
2440,123802.734
2441,98121.58
2442,99250.195
2443,113101.984
2444,119535.34
2445,84143.12
2446,120457.945
2447,170026.98
2448,129676.78
2449,105897.38
2450,154969.75
2451,126585.125
2452,216845.58
2453,88763.29
2454,100883.29
2455,117598.86
2456,133990.98
2457,114507.914
2458,120780.61
2459,111102.39
2460,144710.28
2461,118760.96
2462,132719.1
2463,126009.27
2464,179982.64
2465,134282.92
2466,114938.0
2467,150775.72
2468,90345.06
2469,92224.2
2470,206903.8
2471,198764.42
2472,174731.17
2473,126425.76
2474,82818.44
2475,229382.62
2476,119875.77
2477,131037.695
2478,160775.44
2479,94426.39
2480,134911.77
2481,118975.445
2482,130901.805
2483,110129.336
2484,127780.33
2485,130011.5
2486,158215.81
2487,175045.4
2488,163583.81
2489,147691.88
2490,148795.03
2491,79753.836
2492,174466.58
2493,134914.98
2494,151920.47
2495,80056.516
2496,231091.98
2497,155859.62
2498,111117.125
2499,81746.14
2500,123767.555
2501,135964.06
2502,147466.83
2503,109808.21
2504,200574.92
2505,221084.11
2506,248014.27
2507,283126.28
2508,241159.52
2509,219568.94
2510,213238.28
2511,184228.86
2512,212575.14
2513,213910.64
2514,212854.08
2515,146864.72
2516,148997.95
2517,138321.11
2518,148479.06
2519,227670.92
2520,213612.39
2521,184466.56
2522,218346.75
2523,113502.32
2524,140291.03
2525,147351.12
2526,139603.16
2527,113271.78
2528,118062.51
2529,135048.1
2530,110011.14
2531,252696.9
2532,229874.05
2533,192337.89
2534,234299.75
2535,337410.1
2536,221001.27
2537,220786.81
2538,186628.89
2539,188821.45
2540,172410.95
2541,175322.56
2542,151884.39
2543,125859.87
2544,118057.89
2545,129064.086
2546,137551.56
2547,139567.61
2548,154685.5
2549,161890.92
2550,228316.48
2551,134218.52
2552,124532.89
2553,78121.86
2554,115089.586
2555,109037.87
2556,87410.97
2557,106692.13
2558,149813.25
2559,123461.164
2560,130305.69
2561,167891.84
2562,125474.195
2563,151167.34
2564,194346.2
2565,116668.445
2566,154110.36
2567,132176.08
2568,189697.73
2569,203996.2
2570,108259.086
2571,169980.94
2572,148025.08
2573,220837.98
2574,252506.83
2575,124986.21
2576,130059.49
2577,162553.69
2578,88586.54
2579,62980.914
2580,137497.78
2581,128654.25
2582,105267.85
2583,264614.84
2584,170813.78
2585,165023.19
2586,210029.03
2587,198113.78
2588,149414.3
2589,146026.33
2590,199364.7
2591,214341.11
2592,219259.45
2593,266027.25
2594,174804.67
2595,190946.69
2596,327399.75
2597,176873.33
2598,311368.62
2599,306531.94
2600,127137.18
2601,144780.83
2602,78788.36
2603,87259.625
2604,81050.91
2605,75257.234
2606,150167.28
2607,186372.25
2608,187605.9
2609,156344.06
2610,114269.44
2611,133192.94
2612,156699.62
2613,125081.6
2614,131630.64
2615,151233.25
2616,140317.66
2617,168016.3
2618,195032.81
2619,204342.6
2620,187786.52
2621,181948.17
2622,186576.75
2623,262190.75
2624,300341.44
2625,307463.56
2626,169551.9
2627,164548.6
2628,467291.38
2629,600910.44
2630,353132.66
2631,484747.7
2632,465626.72
2633,327059.28
2634,368958.9
2635,157758.98
2636,182352.39
2637,175366.88
2638,262347.6
2639,203011.06
2640,159014.67
2641,104118.266
2642,191242.28
2643,100026.15
2644,131697.06
2645,106644.12
2646,100147.086
2647,100840.58
2648,148279.97
2649,141475.66
2650,143237.16
2651,155783.84
2652,451965.03
2653,250494.73
2654,256283.73
2655,342799.06
2656,300971.94
2657,340288.72
2658,296691.75
2659,309661.16
2660,337189.75
2661,311987.47
2662,332294.34
2663,257214.67
2664,279986.56
2665,310708.9
2666,299832.3
2667,168705.11
2668,175543.4
2669,182782.62
2670,277480.16
2671,180045.64
2672,193090.12
2673,181895.77
2674,188973.67
2675,172250.39
2676,184561.75
2677,196097.02
2678,240471.22
2679,262424.16
2680,275031.84
2681,418495.84
2682,312291.4
2683,499342.7
2684,321668.28
2685,339703.44
2686,267610.75
2687,323215.62
2688,228783.8
2689,198921.44
2690,493743.12
2691,194712.42
2692,132367.94
2693,197090.33
2694,130488.24
2695,193859.73
2696,183340.4
2697,190363.2
2698,195731.94
2699,175965.97
2700,164409.61
2701,138908.7
2702,110459.195
2703,112604.11
2704,134276.89
2705,125936.83
2706,112205.12
2707,124803.375
2708,138343.14
2709,113229.55
2710,124883.74
2711,246326.28
2712,352912.8
2713,167014.16
2714,157274.83
2715,173075.52
2716,154471.89
2717,168460.73
2718,224758.95
2719,163658.56
2720,170285.17
2721,138610.03
2722,155820.55
2723,148418.05
2724,125486.88
2725,135033.92
2726,144446.52
2727,164402.23
2728,172665.67
2729,151516.05
2730,145458.42
2731,123708.086
2732,124185.04
2733,155272.42
2734,146860.8
2735,131528.98
2736,141297.39
2737,120445.42
2738,128581.266
2739,165128.36
2740,128923.73
2741,148421.44
2742,156729.97
2743,149566.14
2744,148469.3
2745,135457.36
2746,132231.8
2747,133102.66
2748,119802.17
2749,127664.86
2750,128970.83
2751,129544.28
2752,173062.81
2753,156646.58
2754,186302.58
2755,133881.9
2756,85022.93
2757,62501.04
2758,84868.12
2759,166456.02
2760,124766.24
2761,151973.36
2762,151834.14
2763,200498.23
2764,160386.0
2765,283433.44
2766,129875.8
2767,88546.67
2768,129213.48
2769,121264.555
2770,153921.17
2771,119152.805
2772,116663.99
2773,152688.83
2774,140807.75
2775,129165.43
2776,146333.6
2777,146986.9
2778,117754.96
2779,126681.38
2780,111522.984
2781,102975.53
2782,87689.92
2783,101888.95
2784,134315.45
2785,125694.69
2786,69223.766
2787,114856.48
2788,80456.2
2789,179321.12
2790,102236.836
2791,110407.17
2792,52439.05
2793,185429.95
2794,105433.63
2795,125205.73
2796,91845.12
2797,187209.84
2798,115835.83
2799,120402.125
2800,71244.38
2801,92556.47
2802,137653.39
2803,174205.39
2804,111182.2
2805,93020.78
2806,83524.055
2807,158456.36
2808,149298.5
2809,148596.22
2810,132736.81
2811,153733.4
2812,154176.95
2813,146162.05
2814,141074.56
2815,93703.7
2816,238851.89
2817,140503.39
2818,117510.41
2819,164252.11
2820,143664.39
2821,108890.195
2822,203310.4
2823,248384.0
2824,183679.4
2825,114540.79
2826,138075.17
2827,139306.84
2828,214964.44
2829,188227.42
2830,228889.64
2831,172109.5
2832,245015.89
2833,279874.97
2834,211358.22
2835,222785.6
2836,187811.78
2837,153468.55
2838,148901.36
2839,168963.38
2840,184223.23
2841,204437.72
2842,221885.92
2843,149170.84
2844,173774.3
2845,114774.79
2846,212992.36
2847,212505.81
2848,213943.48
2849,205890.1
2850,279010.2
2851,227613.17
2852,214062.06
2853,233728.42
2854,141958.95
2855,200630.02
2856,200556.95
2857,188516.47
2858,194798.97
2859,120493.445
2860,125940.19
2861,119186.336
2862,194990.05
2863,118625.35
2864,255153.88
2865,139365.44
2866,130713.43
2867,86332.13
2868,104054.14
2869,116434.69
2870,121858.47
2871,87167.805
2872,62467.727
2873,112445.28
2874,144493.36
2875,115782.59
2876,177463.0
2877,142140.48
2878,178165.73
2879,137191.42
2880,99346.98
2881,146324.66
2882,174349.66
2883,194007.69
2884,191951.78
2885,208824.5
2886,205867.12
2887,101439.18
2888,130702.96
2889,53562.453
2890,83912.484
2891,143625.36
2892,43979.164
2893,85434.695
2894,45234.086
2895,342485.7
2896,275992.97
2897,202085.22
2898,150858.42
2899,214670.88
2900,158352.73
2901,177303.98
2902,176857.3
2903,341692.25
2904,336942.53
2905,83670.914
2906,193344.78
2907,115173.695
2908,134264.1
2909,141329.34
2910,77901.484
2911,79611.35
2912,155617.69
2913,82678.76
2914,77120.96
2915,82682.86
2916,82164.69
2917,157584.4
2918,121523.19
2919,222684.06
